Region,State,Order Date,Order_Year,Order_Month,Order_Day,Customer Segment,Product Category,Sales
South,Virginia,2012-03-02,2012,3,2,Small Business,Technology,2211.734
Central,Illinois,2012-03-02,2012,3,2,Corporate,Technology,862.2
South,Florida,2012-03-02,2012,3,2,Small Business,Furniture,199.48
South,Virginia,2012-03-02,2012,3,2,Small Business,Furniture,1846.76
South,Virginia,2012-03-02,2012,3,2,Small Business,Office Supplies,12.01
East,Ohio,2012-03-02,2012,3,2,Consumer,Technology,421.08
Central,Illinois,2012-03-03,2012,3,3,Corporate,Furniture,74.3
Central,Illinois,2012-03-04,2012,3,4,Small Business,Office Supplies,12.18
South,Mississippi,2012-03-04,2012,3,4,Consumer,Furniture,3950.6
South,Florida,2012-03-04,2012,3,4,Corporate,Technology,973.862
East,New York,2012-03-05,2012,3,5,Corporate,Technology,2051.8235
South,Alabama,2012-03-05,2012,3,5,Home Office,Furniture,2553.84
Central,Indiana,2012-03-05,2012,3,5,Corporate,Office Supplies,96.99
Central,Indiana,2012-03-05,2012,3,5,Corporate,Office Supplies,440.39
South,Arkansas,2012-03-05,2012,3,5,Home Office,Office Supplies,479.96
Central,MO,2012-03-05,2012,3,5,Corporate,Office Supplies,186.67
Central,MO,2012-03-05,2012,3,5,Corporate,Technology,185.79
Central,MO,2012-03-05,2012,3,5,Corporate,Furniture,196.41
South,Virginia,2012-03-05,2012,3,5,Home Office,Furniture,6005.21
Central,Illinois,2012-03-06,2012,3,6,Home Office,Office Supplies,1523.5
Central,Michigan,2012-03-06,2012,3,6,Small Business,Furniture,1187.12
Central,Michigan,2012-03-06,2012,3,6,Small Business,Office Supplies,108.31
West,Washington,2012-03-06,2012,3,6,Consumer,Furniture,3236.8
Central,Kansas,2012-03-07,2012,3,7,Small Business,Technology,9418.14
South,North Carolina,2012-03-08,2012,3,8,Consumer,Office Supplies,310.44
South,Virginia,2012-03-08,2012,3,8,Small Business,Office Supplies,2466.02
Central,Oklahoma,2012-03-08,2012,3,8,Home Office,Technology,2451.41
Central,Oklahoma,2012-03-08,2012,3,8,Home Office,Technology,851.24
South,North Carolina,2012-03-08,2012,3,8,Consumer,Furniture,3571.84
Central,Illinois,2012-03-09,2012,3,9,Home Office,Furniture,843.53
West,Utah,2012-03-09,2012,3,9,Corporate,Office Supplies,118.51
South,Mississippi,2012-03-09,2012,3,9,Corporate,Technology,987.3175
South,North Carolina,2012-03-09,2012,3,9,Corporate,Office Supplies,285.01
South,North Carolina,2012-03-09,2012,3,9,Corporate,Technology,12215.43
South,Florida,2012-03-10,2012,3,10,Consumer,Office Supplies,175.35
South,Florida,2012-03-10,2012,3,10,Consumer,Office Supplies,590.6
South,Virginia,2012-03-10,2012,3,10,Home Office,Technology,608.93
West,Washington,2012-03-10,2012,3,10,Consumer,Technology,18888.0
Central,Illinois,2012-03-11,2012,3,11,Home Office,Technology,774.0525
Central,Nebraska,2012-03-11,2012,3,11,Corporate,Office Supplies,317.59
Central,Illinois,2012-03-11,2012,3,11,Home Office,Office Supplies,3497.05
Central,Illinois,2012-03-11,2012,3,11,Home Office,Technology,1064.23
South,Louisiana,2012-03-12,2012,3,12,Consumer,Furniture,5074.07
South,Louisiana,2012-03-12,2012,3,12,Consumer,Technology,1526.67
East,New York,2012-03-12,2012,3,12,Small Business,Technology,1806.65
East,New York,2012-03-12,2012,3,12,Small Business,Technology,1388.91
East,Ohio,2012-03-12,2012,3,12,Small Business,Office Supplies,131.43
West,Montana,2012-03-12,2012,3,12,Small Business,Technology,1146.41
West,Idaho,2012-03-12,2012,3,12,Small Business,Technology,1233.4775
East,Ohio,2012-03-13,2012,3,13,Home Office,Technology,201.178
East,Maryland,2012-03-13,2012,3,13,Corporate,Office Supplies,123.1
Central,Illinois,2012-03-13,2012,3,13,Home Office,Office Supplies,17.52
East,Ohio,2012-03-13,2012,3,13,Home Office,Technology,2493.24
South,Kentucky,2012-03-14,2012,3,14,Corporate,Furniture,934.216
South,Kentucky,2012-03-14,2012,3,14,Corporate,Furniture,7223.59
East,New York,2012-03-14,2012,3,14,Corporate,Furniture,5679.59
South,Tennessee,2012-03-14,2012,3,14,Small Business,Office Supplies,109.86
South,Tennessee,2012-03-14,2012,3,14,Small Business,Furniture,9539.6
South,Florida,2012-03-14,2012,3,14,Consumer,Furniture,1932.58
South,Tennessee,2012-03-14,2012,3,14,Small Business,Technology,1426.5125
East,Ohio,2012-03-15,2012,3,15,Corporate,Furniture,7287.55
Central,Texas,2012-03-15,2012,3,15,Small Business,Furniture,396.04
Central,Minnesota,2012-03-15,2012,3,15,Corporate,Office Supplies,30.62
East,Maine,2012-03-15,2012,3,15,Consumer,Technology,281.84
East,Connecticut,2012-03-15,2012,3,15,Consumer,Technology,200.753
West,Nevada,2012-03-15,2012,3,15,Home Office,Furniture,93.73
West,California,2012-03-16,2012,3,16,Small Business,Office Supplies,1351.43
Central,Oklahoma,2012-03-16,2012,3,16,Corporate,Office Supplies,211.88
South,Georgia,2012-03-16,2012,3,16,Corporate,Furniture,82.42
West,California,2012-03-16,2012,3,16,Small Business,Office Supplies,357.91
East,Maryland,2012-03-17,2012,3,17,Home Office,Office Supplies,223.64
East,West Virginia,2012-03-17,2012,3,17,Home Office,Technology,336.85
Central,Wisconsin,2012-03-17,2012,3,17,Home Office,Office Supplies,82.21
Central,Wisconsin,2012-03-18,2012,3,18,Corporate,Technology,356.4645
West,Arizona,2012-03-18,2012,3,18,Corporate,Furniture,10364.36
Central,Iowa,2012-03-18,2012,3,18,Small Business,Office Supplies,2564.45
East,MA,2012-03-18,2012,3,18,Small Business,Furniture,5403.75
West,Arizona,2012-03-18,2012,3,18,Home Office,Office Supplies,433.31
West,California,2012-03-18,2012,3,18,Corporate,Office Supplies,29.23
Central,Michigan,2012-03-18,2012,3,18,Home Office,Office Supplies,130.16
Central,Iowa,2012-03-18,2012,3,18,Small Business,Office Supplies,53.55
East,Pennsylvania,2012-03-19,2012,3,19,Corporate,Office Supplies,154.61
Central,Indiana,2012-03-19,2012,3,19,Home Office,Office Supplies,259.69
Central,Texas,2012-03-19,2012,3,19,Home Office,Office Supplies,96.71
Central,Indiana,2012-03-19,2012,3,19,Home Office,Technology,2503.86
East,Ohio,2012-03-19,2012,3,19,Consumer,Technology,936.802
Central,Indiana,2012-03-19,2012,3,19,Home Office,Office Supplies,374.67
East,Pennsylvania,2012-03-19,2012,3,19,Corporate,Technology,1063.35
East,MA,2012-03-20,2012,3,20,Corporate,Technology,150.77
Central,Wisconsin,2012-03-20,2012,3,20,Home Office,Furniture,404.91
Central,Illinois,2012-03-20,2012,3,20,Corporate,Office Supplies,9620.82
Central,Iowa,2012-03-20,2012,3,20,Corporate,Office Supplies,23.46
Central,Wisconsin,2012-03-20,2012,3,20,Home Office,Office Supplies,100.36
West,California,2012-03-20,2012,3,20,Consumer,Furniture,4620.05
South,Alabama,2012-03-21,2012,3,21,Consumer,Technology,6636.664
East,Ohio,2012-03-21,2012,3,21,Home Office,Office Supplies,18081.76
West,Washington,2012-03-21,2012,3,21,Home Office,Office Supplies,186.79
South,Alabama,2012-03-21,2012,3,21,Consumer,Technology,89061.05
West,Washington,2012-03-21,2012,3,21,Home Office,Office Supplies,522.62
West,Washington,2012-03-21,2012,3,21,Consumer,Technology,2587.53
Central,Minnesota,2012-03-22,2012,3,22,Consumer,Technology,7486.09
South,Mississippi,2012-03-22,2012,3,22,Small Business,Office Supplies,636.34
Central,Texas,2012-03-22,2012,3,22,Corporate,Technology,4856.1
Central,Kansas,2012-03-22,2012,3,22,Corporate,Technology,2232.66
West,Utah,2012-03-22,2012,3,22,Corporate,Office Supplies,33.54
Central,Iowa,2012-03-22,2012,3,22,Home Office,Office Supplies,47.28
South,Mississippi,2012-03-22,2012,3,22,Small Business,Office Supplies,337.61
East,New York,2012-03-22,2012,3,22,Consumer,Technology,605.16
Central,Iowa,2012-03-22,2012,3,22,Home Office,Technology,642.9
East,New York,2012-03-22,2012,3,22,Consumer,Furniture,7312.86
Central,Minnesota,2012-03-22,2012,3,22,Consumer,Office Supplies,881.32
Central,Minnesota,2012-03-22,2012,3,22,Consumer,Office Supplies,22.77
Central,South Dakota,2012-03-23,2012,3,23,Corporate,Office Supplies,103.39
South,Georgia,2012-03-23,2012,3,23,Corporate,Technology,1759.65
Central,Texas,2012-03-23,2012,3,23,Consumer,Office Supplies,452.93
Central,Texas,2012-03-23,2012,3,23,Consumer,Office Supplies,106.04
Central,South Dakota,2012-03-23,2012,3,23,Corporate,Office Supplies,435.39
South,Georgia,2012-03-23,2012,3,23,Corporate,Office Supplies,88.59
Central,Michigan,2012-03-23,2012,3,23,Corporate,Technology,551.44
East,New York,2012-03-24,2012,3,24,Small Business,Furniture,2527.792
Central,Texas,2012-03-24,2012,3,24,Consumer,Office Supplies,101.52
Central,Texas,2012-03-24,2012,3,24,Home Office,Office Supplies,580.56
East,MA,2012-03-24,2012,3,24,Small Business,Office Supplies,1386.69
East,MA,2012-03-24,2012,3,24,Small Business,Furniture,107.56
South,Florida,2012-03-24,2012,3,24,Small Business,Furniture,60.67
South,Florida,2012-03-24,2012,3,24,Small Business,Office Supplies,6195.87
West,Colorado,2012-03-25,2012,3,25,Small Business,Furniture,14357.85
South,South Carolina,2012-03-25,2012,3,25,Corporate,Office Supplies,617.51
East,Pennsylvania,2012-03-25,2012,3,25,Small Business,Office Supplies,64.29
South,South Carolina,2012-03-25,2012,3,25,Corporate,Office Supplies,278.83
Central,Iowa,2012-03-25,2012,3,25,Corporate,Furniture,234.09
South,South Carolina,2012-03-25,2012,3,25,Corporate,Office Supplies,1605.22
West,Arizona,2012-03-25,2012,3,25,Small Business,Office Supplies,108.09
West,Arizona,2012-03-25,2012,3,25,Small Business,Office Supplies,55.34
South,South Carolina,2012-03-25,2012,3,25,Corporate,Technology,1610.29
East,Pennsylvania,2012-03-25,2012,3,25,Small Business,Office Supplies,193.63
South,Virginia,2012-03-26,2012,3,26,Consumer,Office Supplies,4520.6
South,North Carolina,2012-03-26,2012,3,26,Home Office,Office Supplies,606.91
South,North Carolina,2012-03-26,2012,3,26,Home Office,Office Supplies,545.04
South,Virginia,2012-03-26,2012,3,26,Corporate,Office Supplies,271.11
West,California,2012-03-26,2012,3,26,Corporate,Office Supplies,38.37
South,Virginia,2012-03-26,2012,3,26,Consumer,Office Supplies,225.25
Central,Indiana,2012-03-27,2012,3,27,Corporate,Furniture,2470.84
South,Arkansas,2012-03-27,2012,3,27,Home Office,Furniture,547.82
Central,Indiana,2012-03-27,2012,3,27,Corporate,Office Supplies,15.26
Central,Michigan,2012-03-27,2012,3,27,Corporate,Office Supplies,307.65
East,New York,2012-03-27,2012,3,27,Home Office,Office Supplies,57.48
Central,Indiana,2012-03-27,2012,3,27,Corporate,Technology,5250.6625
Central,Indiana,2012-03-27,2012,3,27,Corporate,Technology,322.03
West,Oregon,2012-03-27,2012,3,27,Corporate,Technology,140.59
East,New York,2012-03-27,2012,3,27,Home Office,Office Supplies,1685.05
Central,Iowa,2012-03-27,2012,3,27,Small Business,Office Supplies,286.07
Central,Iowa,2012-03-27,2012,3,27,Small Business,Office Supplies,733.92
East,New York,2012-03-27,2012,3,27,Home Office,Technology,9304.2
Central,Iowa,2012-03-27,2012,3,27,Small Business,Technology,99.11
East,Pennsylvania,2012-03-27,2012,3,27,Corporate,Furniture,1736.26
West,California,2012-03-27,2012,3,27,Corporate,Technology,507.66
South,Alabama,2012-03-28,2012,3,28,Home Office,Technology,958.18
Central,Texas,2012-03-28,2012,3,28,Consumer,Technology,2365.43
South,North Carolina,2012-03-28,2012,3,28,Corporate,Technology,5945.3675
South,Georgia,2012-03-28,2012,3,28,Small Business,Furniture,171.77
Central,South Dakota,2012-03-28,2012,3,28,Corporate,Furniture,522.97
South,Florida,2012-03-28,2012,3,28,Small Business,Office Supplies,294.78
Central,South Dakota,2012-03-28,2012,3,28,Corporate,Office Supplies,199.46
West,California,2012-03-29,2012,3,29,Small Business,Technology,1068.7
Central,Texas,2012-03-29,2012,3,29,Corporate,Office Supplies,177.41
Central,Illinois,2012-03-29,2012,3,29,Small Business,Office Supplies,215.93
East,Maine,2012-03-29,2012,3,29,Small Business,Technology,568.7435
West,Colorado,2012-03-30,2012,3,30,Home Office,Office Supplies,187.84
South,Georgia,2012-03-30,2012,3,30,Small Business,Technology,3449.26
West,Colorado,2012-03-30,2012,3,30,Home Office,Office Supplies,240.6
East,New York,2012-03-30,2012,3,30,Small Business,Office Supplies,29.03
West,Colorado,2012-03-30,2012,3,30,Home Office,Technology,236.878
West,Idaho,2012-03-30,2012,3,30,Consumer,Office Supplies,231.26
West,Idaho,2012-03-30,2012,3,30,Consumer,Technology,987.17
South,North Carolina,2012-03-31,2012,3,31,Home Office,Technology,155.924
South,Florida,2012-03-31,2012,3,31,Consumer,Office Supplies,31.13
Central,Illinois,2012-03-31,2012,3,31,Corporate,Technology,54.077
South,Tennessee,2012-04-01,2012,4,1,Small Business,Furniture,566.53
Central,Wisconsin,2012-04-01,2012,4,1,Corporate,Office Supplies,265.31
South,Alabama,2012-04-01,2012,4,1,Consumer,Technology,771.834
Central,Wisconsin,2012-04-01,2012,4,1,Corporate,Technology,1444.88
Central,Wisconsin,2012-04-01,2012,4,1,Corporate,Technology,2287.1
East,Connecticut,2012-04-01,2012,4,1,Small Business,Office Supplies,17.62
South,Alabama,2012-04-01,2012,4,1,Consumer,Technology,835.1505
South,North Carolina,2012-04-02,2012,4,2,Small Business,Furniture,1801.95
Central,Texas,2012-04-02,2012,4,2,Corporate,Furniture,14075.99
Central,Wisconsin,2012-04-02,2012,4,2,Corporate,Office Supplies,585.47
East,Ohio,2012-04-02,2012,4,2,Home Office,Office Supplies,499.26
East,Ohio,2012-04-02,2012,4,2,Home Office,Office Supplies,1427.67
East,New York,2012-04-03,2012,4,3,Small Business,Furniture,1958.32
Central,Iowa,2012-04-04,2012,4,4,Home Office,Office Supplies,305.96
East,New York,2012-04-04,2012,4,4,Small Business,Office Supplies,70.55
West,Oregon,2012-04-04,2012,4,4,Home Office,Office Supplies,77.61
East,West Virginia,2012-04-04,2012,4,4,Corporate,Office Supplies,2118.26
West,Oregon,2012-04-04,2012,4,4,Home Office,Office Supplies,228.46
East,Pennsylvania,2012-04-04,2012,4,4,Small Business,Technology,1477.572
Central,Texas,2012-04-05,2012,4,5,Home Office,Office Supplies,564.98
Central,Texas,2012-04-05,2012,4,5,Home Office,Furniture,129.48
South,Arkansas,2012-04-05,2012,4,5,Corporate,Office Supplies,1553.38
South,South Carolina,2012-04-05,2012,4,5,Consumer,Technology,1093.6355
East,New Jersey,2012-04-06,2012,4,6,Small Business,Furniture,241.9
Central,Indiana,2012-04-06,2012,4,6,Consumer,Office Supplies,608.21
East,Maine,2012-04-06,2012,4,6,Small Business,Office Supplies,65.16
South,South Carolina,2012-04-06,2012,4,6,Home Office,Technology,4851.5025
East,New Hampshire,2012-04-06,2012,4,6,Consumer,Furniture,9459.94
West,California,2012-04-06,2012,4,6,Home Office,Office Supplies,746.93
West,California,2012-04-06,2012,4,6,Home Office,Office Supplies,313.4
East,Pennsylvania,2012-04-06,2012,4,6,Consumer,Technology,570.5285
East,New Jersey,2012-04-06,2012,4,6,Small Business,Furniture,6532.48
Central,Wisconsin,2012-04-06,2012,4,6,Consumer,Furniture,2413.53
South,South Carolina,2012-04-06,2012,4,6,Home Office,Office Supplies,1556.61
South,South Carolina,2012-04-06,2012,4,6,Home Office,Office Supplies,645.14
South,Florida,2012-04-06,2012,4,6,Corporate,Office Supplies,384.74
Central,Nebraska,2012-04-06,2012,4,6,Home Office,Office Supplies,77.96
Central,Nebraska,2012-04-07,2012,4,7,Small Business,Furniture,244.85
South,Florida,2012-04-07,2012,4,7,Home Office,Office Supplies,244.39
South,Florida,2012-04-07,2012,4,7,Home Office,Office Supplies,581.42
West,California,2012-04-07,2012,4,7,Corporate,Technology,2144.924
Central,Indiana,2012-04-07,2012,4,7,Corporate,Technology,1423.35
West,Arizona,2012-04-07,2012,4,7,Home Office,Office Supplies,68.46
West,Arizona,2012-04-07,2012,4,7,Home Office,Furniture,885.23
East,New York,2012-04-08,2012,4,8,Consumer,Office Supplies,1357.53
Central,Minnesota,2012-04-08,2012,4,8,Home Office,Office Supplies,161.02
East,New York,2012-04-08,2012,4,8,Small Business,Office Supplies,129.1
Central,Texas,2012-04-08,2012,4,8,Corporate,Office Supplies,1562.97
East,MA,2012-04-08,2012,4,8,Consumer,Technology,1895.55
South,Arkansas,2012-04-08,2012,4,8,Corporate,Office Supplies,32.76
South,Florida,2012-04-09,2012,4,9,Consumer,Furniture,9558.65
South,Tennessee,2012-04-09,2012,4,9,Corporate,Furniture,350.71
Central,Wisconsin,2012-04-09,2012,4,9,Small Business,Office Supplies,80.61
West,California,2012-04-09,2012,4,9,Consumer,Technology,14591.44
West,California,2012-04-09,2012,4,9,Corporate,Technology,3197.003
South,Florida,2012-04-09,2012,4,9,Consumer,Furniture,14377.78
South,Florida,2012-04-09,2012,4,9,Consumer,Office Supplies,85.85
South,Tennessee,2012-04-09,2012,4,9,Corporate,Office Supplies,985.01
South,Tennessee,2012-04-09,2012,4,9,Corporate,Office Supplies,75.23
Central,Wisconsin,2012-04-09,2012,4,9,Small Business,Office Supplies,449.47
South,Florida,2012-04-09,2012,4,9,Consumer,Technology,994.27
West,Oregon,2012-04-09,2012,4,9,Home Office,Technology,99.94
Central,Texas,2012-04-09,2012,4,9,Consumer,Technology,4075.376
West,Oregon,2012-04-09,2012,4,9,Home Office,Office Supplies,18.7
East,New Jersey,2012-04-10,2012,4,10,Corporate,Furniture,65.7
East,New Jersey,2012-04-10,2012,4,10,Corporate,Furniture,1685.07
Central,Nebraska,2012-04-10,2012,4,10,Home Office,Office Supplies,9492.92
Central,Michigan,2012-04-10,2012,4,10,Consumer,Office Supplies,235.98
Central,Michigan,2012-04-10,2012,4,10,Consumer,Office Supplies,20.17
Central,Texas,2012-04-10,2012,4,10,Home Office,Office Supplies,203.4
West,California,2012-04-10,2012,4,10,Home Office,Technology,124.19
West,California,2012-04-10,2012,4,10,Home Office,Furniture,6449.056
Central,Texas,2012-04-10,2012,4,10,Corporate,Office Supplies,3978.02
Central,Texas,2012-04-10,2012,4,10,Corporate,Office Supplies,843.15
South,Alabama,2012-04-10,2012,4,10,Consumer,Office Supplies,362.17
West,California,2012-04-11,2012,4,11,Consumer,Office Supplies,1317.34
Central,Nebraska,2012-04-11,2012,4,11,Corporate,Furniture,430.55
Central,Nebraska,2012-04-11,2012,4,11,Small Business,Office Supplies,887.45
Central,Nebraska,2012-04-11,2012,4,11,Small Business,Office Supplies,355.97
West,California,2012-04-12,2012,4,12,Consumer,Office Supplies,191.79
West,California,2012-04-12,2012,4,12,Consumer,Office Supplies,290.01
West,California,2012-04-12,2012,4,12,Consumer,Office Supplies,292.38
West,California,2012-04-12,2012,4,12,Consumer,Technology,4692.26
South,Florida,2012-04-13,2012,4,13,Small Business,Office Supplies,29.32
East,New Jersey,2012-04-13,2012,4,13,Corporate,Office Supplies,3.42
East,Vermont,2012-04-13,2012,4,13,Small Business,Technology,951.06
East,Maine,2012-04-14,2012,4,14,Home Office,Furniture,4212.752
East,New Hampshire,2012-04-14,2012,4,14,Home Office,Technology,1003.71
East,Connecticut,2012-04-14,2012,4,14,Home Office,Furniture,1386.65
South,Mississippi,2012-04-15,2012,4,15,Consumer,Office Supplies,3291.13
East,New York,2012-04-15,2012,4,15,Home Office,Office Supplies,443.73
South,Virginia,2012-04-15,2012,4,15,Consumer,Technology,998.05
South,Virginia,2012-04-15,2012,4,15,Consumer,Furniture,4353.02
South,Mississippi,2012-04-15,2012,4,15,Consumer,Furniture,736.96
West,California,2012-04-16,2012,4,16,Consumer,Office Supplies,122.99
Central,Wisconsin,2012-04-16,2012,4,16,Corporate,Technology,14535.8
West,California,2012-04-16,2012,4,16,Consumer,Technology,14734.71
South,Arkansas,2012-04-16,2012,4,16,Home Office,Technology,4158.1235
South,Georgia,2012-04-17,2012,4,17,Corporate,Office Supplies,17853.64
West,California,2012-04-17,2012,4,17,Small Business,Office Supplies,248.54
West,Washington,2012-04-17,2012,4,17,Corporate,Technology,226.882
West,California,2012-04-17,2012,4,17,Small Business,Technology,1344.88
South,Georgia,2012-04-18,2012,4,18,Consumer,Furniture,2130.22
South,Tennessee,2012-04-18,2012,4,18,Corporate,Furniture,3041.33
